playdate,number,day,vteam,vleague,v_number,hteam,hleague,h_number,vscore,hscore,len_game,daynight,cinfo,finfo,pinfo,park_id,attendance,len_min,v_line_score,h_line_score,v_at_bats,v_hits,v_doubles,v_triples,v_hruns,v_rbi,v_sh,v_sf,v_hit_pitch,v_walks,v_in_walks,v_strkouts,v_stlbase,v_cau_stl,v_grd_dbl,v_af_ci,v_lft_base,v_ptc_used,v_in_er_rn,v_er_rns,v_wld_ptc,v_balks,v_putouts,v_assists,v_errors,v_pballs,v_dplays,v_tplays,h_bats,h_hits,h_doubles,h_triples,h_hruns,h_rbi,h_sac_hts,h_sac_fly,h_hit_pch,h_walks,h_in_walks,h_strkout,h_stl_bs,h_cug_stl,h_dbl_play,h_af_ci,h_lft_base,h_pch_used,h_in_runs,h_er_runs,h_wld_pitch,h_balks,h_putouts,h_assists,h_errors,h_pballs,h_dplays,h_tplays,hp_ump_id,hp_name,1b_ump_id,1b_ump_name,2b_ump_id,2b_ump_name,3b_ump_id,3b_ump_name,lf_ump_id,lf_ump_name,rf_ump_id,rf_ump_name,v_mid,v_mname,h_mid,h_mname,w_pch_id,w_pch_name,l_pch_id,l_pch_name,s_pch_id,s_pch_name,g_rbi_bt_id,g_rbi_bt_name,v_st_pch_id,v_st_pch_name,h_st_pch_id,h_st_pch_name,v_st_pl1_id,v_st_pl1_name,v_pl1_def_pos,v_st_pl2_id,v_st_pl2_name,v_pl2_def_pos,v_st_pl3_id,v_st_pl3_name,v_pl3_def_pos,v_st_pl4_id,v_st_pl4_name,v_pl4_def_pos,v_st_pl5_id,v_st_pl5_name,v_pl5_def_pos,v_st_pl6_id,v_st_pl6_name,v_pl6_def_pos,v_st_pl7_id,v_st_pl7_name,v_pl7_def_pos,v_st_pl8_id,v_st_pl8_name,v_pl8_def_pos,v_st_pl9_id,v_st_pl9_name,v_pl9_def_pos,h_st_pl1_id,h_st_pl1_name,h_pl1_def_pos,h_st_pl2_id,h_st_pl2_name,h_pl2_def_pos,h_st_pl3_id,h_st_pl3_name,h_pl3_def_pos,h_st_pl4_id,h_st_pl4_name,h_pl4_def_pos,h_st_pl5_id,h_st_pl5_name,h_pl5_def_pos,h_st_pl6_id,h_st_pl6_name,h_pl6_def_pos,h_st_pl7_id,h_st_pl7_name,h_pl7_def_pos,h_st_pl8_id,h_st_pl8_name,h_pl8_def_pos,h_st_pl9_id,h_st_pl9_name,h_pl9_def_pos,HTBF,ACQ
19010513,0,Mon,CIN,NL,18,PIT,NL,17,3,2,54,D,,,,PIT05,4000,95,2010,20,37,11,1,1,0,2,0,-1,0,1,-1,4,2,-1,-1,0,8,1,2,0,0,0,27,17,2,1,2,0,35,8,2,0,1,2,0,-1,0,3,-1,0,1,-1,-1,0,9,1,3,0,0,0,27,10,0,0,0,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,clarf101,Fred Clarke,mcfab101,Barney McFadden,chesj101,Jack Chesbro,,(none),,(none),mcfab101,Barney McFadden,chesj101,Jack Chesbro,mcbra101,Algie McBride,8,harld101,Dick Harley,7,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,steih101,Harry Steinfeldt,4,irwic101,Charlie Irwin,5,magog101,George Magoon,6,kahom101,Mike Kahoe,2,mcfab101,Barney McFadden,1,leact101,Tommy Leach,5,ritcc101,Claude Ritchey,4,beaug101,Ginger Beaumont,8,wagnh101,Honus Wagner,9,brank101,Kitty Bransfield,3,tannj101,Jesse Tannehill,7,ely-b101,Bones Ely,6,zimmc101,Chief Zimmer,2,chesj101,Jack Chesbro,1,,D
19010514,0,Tue,PHA,AL,15,BLA,AL,14,5,11,51,D,,,,BAL09,2304,100,300010100,40240100x,36,9,0,2,1,5,0,-1,0,5,-1,1,3,-1,-1,0,9,2,6,0,0,0,24,15,7,0,1,0,31,9,2,0,0,8,2,-1,1,5,-1,2,4,-1,-1,0,4,1,2,0,0,0,27,16,2,0,1,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),mackc101,Connie Mack,mcgrj101,John McGraw,dunnj102,Jack Dunn,frasc101,Chick Fraser,,(none),,(none),frasc101,Chick Fraser,dunnj102,Jack Dunn,haydj101,Jack Hayden,8,geiep101,Phil Geier,9,fultd101,Dave Fultz,7,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,3,crosl101,Lave Cross,5,lochh101,Harry Lochhead,6,powem102,Doc Powers,2,frasc101,Chick Fraser,1,mcgrj101,John McGraw,5,donlm101,Mike Donlin,7,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,seymc101,Cy Seymour,9,jackj103,Jim Jackson,8,foutf101,Frank Foutz,3,robiw101,Wilbert Robinson,2,dunnj102,Jack Dunn,1,,D
19010514,0,Tue,WS1,AL,14,BOS,AL,15,3,2,54,D,,,,BOS06,3562,107,30000000,100100,34,8,1,2,0,3,0,-1,0,1,-1,2,0,-1,-1,0,5,1,1,0,0,0,27,15,2,0,0,0,35,8,1,1,0,2,0,-1,0,1,-1,0,0,-1,-1,0,7,1,2,0,0,0,27,23,3,1,2,0,haskj901,Jack Haskell,,(none),,(none),,(none),,(none),,(none),mannj102,Jim Manning,collj103,Jimmy Collins,geard102,Dale Gear,younc102,Cy Young,,(none),,(none),geard102,Dale Gear,younc102,Cy Young,farrj103,John Farrell,8,everb101,Bill Everitt,3,fostp101,Pop Foster,7,dungs101,Sam Dungan,9,quinj103,Joe Quinn,4,clinb101,Billy Clingman,6,cougb101,Bill Coughlin,5,clarb103,Boileryard Clarke,2,geard102,Dale Gear,1,dowdt101,Tommy Dowd,7,hempc101,Charlie Hemphill,9,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,jonec106,Charlie Jones,8,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,crigl101,Lou Criger,2,younc102,Cy Young,1,,D
19010514,0,Tue,CHA,AL,19,DET,AL,19,6,2,54,D,,,,DET02,2880,105,101201010,200000,37,9,0,0,1,6,1,-1,0,2,-1,4,1,-1,-1,0,7,1,2,0,0,0,27,20,2,0,0,0,35,8,0,0,1,2,0,-1,0,0,-1,3,3,-1,-1,0,6,1,3,0,0,0,27,18,5,0,1,0,sherj901,Jack Sheridan,manna901,Al Mannassau,,(none),,(none),,(none),,(none),grifc101,Clark Griffith,stalg101,George Stallings,grifc101,Clark Griffith,sieve101,Ed Siever,,(none),,(none),grifc101,Clark Griffith,sieve101,Ed Siever,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,shugf101,Frank Shugart,6,mcfah102,Herm McFarland,7,sullb102,Billy Sullivan,2,grifc101,Clark Griffith,1,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,mcals101,Sport McAllister,2,sieve101,Ed Siever,1,,D
19010514,0,Tue,CLE,AL,19,MLA,AL,19,1,11,51,D,,,,MIL04,500,85,1000000,21021410x,31,4,1,0,0,1,0,-1,1,0,-1,-1,0,-1,-1,0,4,1,7,0,0,0,24,12,6,0,1,0,39,14,1,1,0,8,1,-1,0,3,-1,0,4,-1,-1,0,8,1,1,0,1,0,27,10,2,0,1,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),mcalj102,Jimmy McAleer,duffh101,Hugh Duffy,reidb101,Bill Reidy,hartb106,Bill Hart,,(none),,(none),hartb106,Bill Hart,reidb101,Bill Reidy,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,bradb102,Bill Bradley,5,lachc101,Candy LaChance,3,woodb101,Bob Wood,2,yeagg101,George Yeager,4,shayd101,Danny Shay,6,genif101,Frank Genins,8,hartb106,Bill Hart,1,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,8,andej101,John Anderson,3,frieb103,Bill Friel,6,duffh101,Hugh Duffy,7,burkj104,Jimmy Burke,5,leaht101,Tom Leahy,2,reidb101,Bill Reidy,1,,D
19010514,0,Tue,CIN,NL,19,BRO,NL,17,7,8,65,D,,,,NYC12,2500,128,40300000,16000001,46,16,1,2,0,7,1,-1,0,0,-1,5,1,-1,-1,0,7,1,8,0,0,0,32,18,5,0,0,0,41,11,3,0,0,7,3,-1,0,3,-1,8,0,-1,-1,0,7,2,5,0,0,0,33,18,2,0,1,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,hanln101,Ned Hanlon,hughj105,Jay Hughes,newtd101,Doc Newton,,(none),,(none),newtd101,Doc Newton,kitsf101,Frank Kitson,mcbra101,Algie McBride,8,harld101,Dick Harley,7,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,steih101,Harry Steinfeldt,4,irwic101,Charlie Irwin,5,magog101,George Magoon,6,peith101,Heinie Peitz,2,newtd101,Doc Newton,1,shecj101,Jimmy Sheckard,7,keelw101,Willie Keeler,9,kellj106,Joe Kelley,3,dalyt101,Tom Daly,4,dahlb102,Bill Dahlen,6,mccrt101,Tom McCreery,8,gatif101,Frank Gatins,5,mcgud101,Deacon McGuire,2,kitsf101,Frank Kitson,1,,D
19010514,0,Tue,SLN,NL,20,BSN,NL,15,3,4,51,D,,,,BOS05,1400,111,2100,01200010x,32,8,1,1,1,3,0,-1,0,4,-1,3,1,-1,-1,0,6,1,4,0,0,0,24,11,2,0,0,0,32,10,1,0,0,4,3,-1,1,3,-1,4,3,-1,-1,0,11,1,3,0,0,0,27,12,0,0,0,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),donop101,Patsy Donovan,selef801,Frank Selee,dinnb101,Bill Dinneen,harpj102,Jack Harper,,(none),,(none),harpj102,Jack Harper,dinnb101,Bill Dinneen,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,mcgad102,Dan McGann,3,wallb101,Bobby Wallace,6,paddd102,Dick Padden,4,krueo101,Otto Krueger,5,nicha101,Art Nichols,2,harpj102,Jack Harper,1,hamib101,Billy Hamilton,8,tennf102,Fred Tenney,3,demog101,Gene DeMontreville,5,longh101,Herman Long,6,crolf101,Fred Crolius,9,gammd101,Daff Gammons,7,loweb101,Bobby Lowe,4,kittm101,Malachi Kittridge,2,dinnb101,Bill Dinneen,1,,D
19010514,0,Tue,CHN,NL,21,NY1,NL,14,0,3,51,D,,,,NYC10,5800,87,0,10000002x,31,5,1,0,0,0,0,-1,1,1,-1,7,2,-1,-1,0,6,1,3,0,0,0,24,12,0,0,0,0,31,11,2,0,0,3,0,-1,0,1,-1,2,2,-1,-1,0,5,2,0,0,0,0,27,10,1,0,0,0,odayh101,Hank O'Day,,(none),,(none),,(none),,(none),,(none),loftt101,Tom Loftus,davig102,George Davis,denzr101,Roger Denzer,menej101,Jock Menefee,phylb101,Bill Phyle,,(none),menej101,Jock Menefee,denzr101,Roger Denzer,hartt102,Topsy Hartsel,7,dolac101,Cozy Dolan,9,greed103,Danny Green,8,dextc101,Charlie Dexter,3,chilc101,Cupid Childs,4,raymf101,Fred Raymer,5,mccob104,Barry McCormick,6,chanf101,Frank Chance,2,menej101,Jock Menefee,1,bernc101,Curt Bernard,8,selbk101,Kip Selbach,7,davig102,George Davis,6,hickc101,Charlie Hickman,9,stras102,Sammy Strang,5,ganzj101,John Ganzel,3,nelsr102,Ray Nelson,4,warnj103,Jack Warner,2,denzr101,Roger Denzer,1,,D
19010514,0,Tue,PIT,NL,18,PHI,NL,18,3,2,54,D,,,,PHI09,2711,100,100010100,2,33,5,1,0,0,3,1,-1,0,2,-1,2,2,-1,-1,0,6,1,1,0,0,0,26,11,2,0,2,0,33,8,3,0,0,2,0,-1,0,1,-1,3,0,-1,-1,0,6,1,1,0,0,0,27,14,5,0,1,0,nashb101,Billy Nash,,(none),,(none),,(none),,(none),,(none),clarf101,Fred Clarke,shetb801,Bill Shettsline,phild101,Deacon Phillippe,duggb101,Bill Duggleby,,(none),,(none),phild101,Deacon Phillippe,duggb101,Bill Duggleby,leact101,Tommy Leach,5,beaug101,Ginger Beaumont,8,wagnh101,Honus Wagner,9,brank101,Kitty Bransfield,3,ritcc101,Claude Ritchey,4,tannj101,Jesse Tannehill,7,ely-b101,Bones Ely,6,oconj104,Jack O'Connor,2,phild101,Deacon Phillippe,1,thomr101,Roy Thomas,8,delae101,Ed Delahanty,3,flice101,Elmer Flick,9,wolvh101,Harry Wolverton,5,slagj102,Jimmy Slagle,7,dougk101,Klondike Douglass,2,crosm101,Monte Cross,6,hallb101,Bill Hallman,4,duggb101,Bill Duggleby,1,,D
19010515,0,Wed,PHA,AL,16,BLA,AL,15,5,8,51,D,,,,BAL09,2323,110,10100120,12100013x,36,11,2,0,0,4,0,-1,1,1,-1,4,2,-1,-1,0,6,1,6,0,0,0,24,10,3,1,0,0,36,15,2,2,0,7,0,-1,0,2,-1,2,1,-1,-1,0,6,1,3,0,0,0,27,12,4,0,1,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),mackc101,Connie Mack,mcgrj101,John McGraw,howeh101,Harry Howell,piatw101,Wiley Piatt,,(none),,(none),piatw101,Wiley Piatt,howeh101,Harry Howell,haydj101,Jack Hayden,8,geiep101,Phil Geier,9,fultd101,Dave Fultz,7,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,3,crosl101,Lave Cross,5,lochh101,Harry Lochhead,6,powem102,Doc Powers,2,piatw101,Wiley Piatt,1,mcgrj101,John McGraw,5,snodc101,Chappie Snodgrass,7,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,seymc101,Cy Seymour,9,jackj103,Jim Jackson,8,foutf101,Frank Foutz,3,robiw101,Wilbert Robinson,2,howeh101,Harry Howell,1,,D
19010515,0,Wed,WS1,AL,15,BOS,AL,16,4,0,54,D,,,,BOS06,3285,99,20002000,0,35,10,1,2,0,2,1,-1,0,1,-1,1,1,-1,-1,0,6,1,0,0,0,0,27,13,1,0,0,0,32,4,0,0,0,0,0,-1,0,1,-1,2,0,-1,-1,0,6,1,2,0,0,0,27,16,2,0,1,0,haskj901,Jack Haskell,,(none),,(none),,(none),,(none),,(none),mannj102,Jim Manning,collj103,Jimmy Collins,lee-w101,Watty Lee,cuppn101,Nig Cuppy,,(none),,(none),lee-w101,Watty Lee,cuppn101,Nig Cuppy,farrj103,John Farrell,8,everb101,Bill Everitt,3,fostp101,Pop Foster,7,dungs101,Sam Dungan,9,quinj103,Joe Quinn,4,clinb101,Billy Clingman,6,cougb101,Bill Coughlin,5,gradm101,Mike Grady,2,lee-w101,Watty Lee,1,dowdt101,Tommy Dowd,7,hempc101,Charlie Hemphill,9,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,jonec106,Charlie Jones,8,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,crigl101,Lou Criger,2,cuppn101,Nig Cuppy,1,,D
19010515,0,Wed,CIN,NL,20,BRO,NL,18,6,1,54,D,,,,NYC12,3400,119,21201,100,29,6,1,2,0,4,4,-1,2,7,-1,4,0,-1,-1,0,9,1,1,0,0,0,27,15,1,0,2,0,29,6,0,1,0,0,0,-1,0,5,-1,3,2,-1,-1,0,6,2,4,0,2,0,27,13,1,0,0,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,hanln101,Ned Hanlon,philb101,Bill Phillips,mcjad101,Doc McJames,,(none),,(none),philb101,Bill Phillips,mcjad101,Doc McJames,mcbra101,Algie McBride,7,dobbj101,John Dobbs,8,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,steih101,Harry Steinfeldt,4,irwic101,Charlie Irwin,5,magog101,George Magoon,6,bergb102,Bill Bergen,2,philb101,Bill Phillips,1,shecj101,Jimmy Sheckard,7,keelw101,Willie Keeler,9,kellj106,Joe Kelley,3,dalyt101,Tom Daly,4,dahlb102,Bill Dahlen,6,mccrt101,Tom McCreery,8,gatif101,Frank Gatins,5,farrd102,Duke Farrell,2,mcjad101,Doc McJames,1,,D
19010515,0,Wed,SLN,NL,21,BSN,NL,16,2,8,51,D,,,,BOS05,500,105,20000,01202201x,35,10,3,1,0,2,0,-1,0,1,-1,2,0,-1,-1,0,7,1,2,0,0,0,24,15,7,0,1,0,33,14,2,0,0,5,2,-1,0,2,-1,0,3,-1,-1,0,5,1,2,0,0,0,27,12,0,1,0,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),donop101,Patsy Donovan,selef801,Frank Selee,willv101,Vic Willis,jonec107,Cowboy Jones,,(none),,(none),jonec107,Cowboy Jones,willv101,Vic Willis,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,mcgad102,Dan McGann,3,chilp102,Pete Childs,4,paddd102,Dick Padden,6,krueo101,Otto Krueger,5,ryanj103,Jack Ryan,2,jonec107,Cowboy Jones,1,hamib101,Billy Hamilton,8,tennf102,Fred Tenney,3,demog101,Gene DeMontreville,5,longh101,Herman Long,6,morap101,Pat Moran,9,gammd101,Daff Gammons,7,loweb101,Bobby Lowe,4,kittm101,Malachi Kittridge,2,willv101,Vic Willis,1,,D
19010515,0,Wed,CHN,NL,22,NY1,NL,15,0,4,51,D,,,,NYC10,7000,100,0,20001100x,34,9,0,0,0,0,0,-1,0,2,-1,2,0,-1,-1,0,9,1,0,0,0,0,24,9,4,0,0,0,33,9,0,0,0,2,0,-1,1,1,-1,2,0,-1,-1,0,7,1,0,0,0,0,27,15,1,0,0,0,odayh101,Hank O'Day,,(none),,(none),,(none),,(none),,(none),loftt101,Tom Loftus,davig102,George Davis,mathc102,Christy Mathewson,taylj101,Jack Taylor,,(none),,(none),taylj101,Jack Taylor,mathc102,Christy Mathewson,hartt102,Topsy Hartsel,7,dolac101,Cozy Dolan,9,greed103,Danny Green,8,dextc101,Charlie Dexter,3,chilc101,Cupid Childs,4,delaj103,Jim Delahanty,5,mccob104,Barry McCormick,6,klinj101,Johnny Kling,2,taylj101,Jack Taylor,1,bernc101,Curt Bernard,8,selbk101,Kip Selbach,7,davig102,George Davis,6,hickc101,Charlie Hickman,9,stras102,Sammy Strang,5,ganzj101,John Ganzel,3,nelsr102,Ray Nelson,4,smita105,Aleck Smith,2,mathc102,Christy Mathewson,1,,D
19010515,0,Wed,PIT,NL,19,PHI,NL,19,5,6,58,D,,,,PHI09,2375,150,1021001,10000302,41,15,0,0,0,4,2,-1,0,0,-1,7,3,-1,-1,0,8,1,2,0,0,0,28,13,2,0,1,0,39,12,3,0,0,3,0,-1,0,6,-1,3,1,-1,-1,0,11,2,4,0,0,0,30,16,3,0,0,0,nashb101,Billy Nash,,(none),,(none),,(none),,(none),,(none),clarf101,Fred Clarke,shetb801,Bill Shettsline,ortha101,Al Orth,wilts101,Snake Wiltse,,(none),,(none),wilts101,Snake Wiltse,whitd104,Doc White,leact101,Tommy Leach,5,beaug101,Ginger Beaumont,8,wagnh101,Honus Wagner,9,brank101,Kitty Bransfield,3,ritcc101,Claude Ritchey,4,tannj101,Jesse Tannehill,7,ely-b101,Bones Ely,6,zimmc101,Chief Zimmer,2,wilts101,Snake Wiltse,1,thomr101,Roy Thomas,8,delae101,Ed Delahanty,3,flice101,Elmer Flick,9,wolvh101,Harry Wolverton,5,slagj102,Jimmy Slagle,7,mcfae101,Ed McFarland,2,crosm101,Monte Cross,6,hallb101,Bill Hallman,4,whitd104,Doc White,1,,D
19010516,0,Thu,BLA,AL,16,BOS,AL,17,8,7,54,D,,,,BOS06,4279,98,221002001,1100005,36,9,1,2,0,7,0,-1,0,2,-1,7,0,-1,-1,0,3,1,4,0,0,0,27,7,4,0,0,0,43,12,1,3,0,7,0,-1,0,2,-1,3,0,-1,-1,0,11,1,6,0,0,0,27,10,2,0,0,0,haskj901,Jack Haskell,,(none),,(none),,(none),,(none),,(none),mcgrj101,John McGraw,collj103,Jimmy Collins,mcgij101,Joe McGinnity,lewit101,Ted Lewis,,(none),,(none),mcgij101,Joe McGinnity,lewit101,Ted Lewis,mcgrj101,John McGraw,5,snodc101,Chappie Snodgrass,7,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,seymc101,Cy Seymour,9,jackj103,Jim Jackson,8,foutf101,Frank Foutz,3,robiw101,Wilbert Robinson,2,mcgij101,Joe McGinnity,1,dowdt101,Tommy Dowd,7,hempc101,Charlie Hemphill,9,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,jonec106,Charlie Jones,8,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,crigl101,Lou Criger,2,lewit101,Ted Lewis,1,,D
19010516,0,Thu,MLA,AL,20,CHA,AL,20,1,14,51,D,,,,CHI09,4000,110,1000000,62030111x,33,6,0,0,0,0,0,-1,1,6,-1,4,1,-1,-1,0,12,2,8,0,3,0,24,11,2,1,0,0,37,16,0,0,1,8,2,-1,2,4,-1,2,7,-1,-1,0,7,1,0,0,2,0,27,13,3,1,2,0,manna901,Al Mannassau,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),duffh101,Hugh Duffy,grifc101,Clark Griffith,skopj101,John Skopec,garvn101,Ned Garvin,,(none),,(none),garvn101,Ned Garvin,skopj101,John Skopec,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,7,andej101,John Anderson,3,conrw101,Wid Conroy,6,duffh101,Hugh Duffy,8,burkj104,Jimmy Burke,5,leaht101,Tom Leahy,2,garvn101,Ned Garvin,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,shugf101,Frank Shugart,6,mcfah102,Herm McFarland,7,sugdj101,Joe Sugden,2,skopj101,John Skopec,1,,D
19010516,0,Thu,DET,AL,20,CLE,AL,20,5,2,54,D,,,,CLE05,2300,110,2101010,100010,34,10,1,0,0,2,3,-1,0,3,-1,0,3,-1,-1,0,8,2,2,0,0,0,27,19,0,0,0,0,34,9,3,0,0,2,0,-1,0,2,-1,1,2,-1,-1,0,7,1,3,0,0,0,26,10,3,0,0,0,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),,(none),stalg101,George Stallings,mcalj102,Jimmy McAleer,frise101,Emil Frisk,bragd101,Dick Braggins,,(none),,(none),yeagj101,Joe Yeager,bragd101,Dick Braggins,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,mcals101,Sport McAllister,2,yeagj101,Joe Yeager,1,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,bradb102,Bill Bradley,5,lachc101,Candy LaChance,3,becke101,Erve Beck,4,shayd101,Danny Shay,6,woodb101,Bob Wood,2,genif101,Frank Genins,8,bragd101,Dick Braggins,1,,D
19010516,0,Thu,PHA,AL,17,WS1,AL,16,5,12,51,D,,,,WAS07,4371,125,40000001,20050410x,38,9,1,0,0,4,0,-1,0,1,-1,-1,1,-1,-1,0,7,1,12,0,0,0,24,12,4,0,0,0,38,15,1,1,0,12,0,-1,3,4,-1,-1,2,-1,-1,0,9,1,2,0,0,0,27,15,4,1,0,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),mackc101,Connie Mack,mannj102,Jim Manning,mercw101,Win Mercer,frasc101,Chick Fraser,,(none),,(none),frasc101,Chick Fraser,mercw101,Win Mercer,geiep101,Phil Geier,9,fultd101,Dave Fultz,6,haydj101,Jack Hayden,7,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,8,crosl101,Lave Cross,5,powem102,Doc Powers,3,murpm101,Morgan Murphy,2,frasc101,Chick Fraser,1,farrj103,John Farrell,8,dungs101,Sam Dungan,9,quinj103,Joe Quinn,4,fostp101,Pop Foster,7,everb101,Bill Everitt,3,clarb103,Boileryard Clarke,2,clinb101,Billy Clingman,6,cougb101,Bill Coughlin,5,mercw101,Win Mercer,1,,D
19010516,0,Thu,CIN,NL,21,BRO,NL,19,6,4,54,D,,,,NYC12,2600,117,30000210,4,35,11,3,0,0,5,1,-1,0,5,-1,6,0,-1,-1,0,8,1,4,0,0,0,27,9,1,0,2,0,40,14,2,2,0,4,0,-1,1,1,-1,7,0,-1,-1,0,11,1,6,0,0,0,27,14,4,0,1,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,hanln101,Ned Hanlon,hahnn101,Noodles Hahn,donob101,Bill Donovan,,(none),,(none),hahnn101,Noodles Hahn,donob101,Bill Donovan,mcbra101,Algie McBride,7,dobbj101,John Dobbs,8,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,steih101,Harry Steinfeldt,4,irwic101,Charlie Irwin,5,magog101,George Magoon,6,peith101,Heinie Peitz,2,hahnn101,Noodles Hahn,1,shecj101,Jimmy Sheckard,7,keelw101,Willie Keeler,9,kellj106,Joe Kelley,3,dalyt101,Tom Daly,4,dahlb102,Bill Dahlen,6,mccrt101,Tom McCreery,8,gatif101,Frank Gatins,5,mcgud101,Deacon McGuire,2,donob101,Bill Donovan,1,,D
19010516,0,Thu,SLN,NL,22,BSN,NL,17,6,2,54,D,,,,BOS05,1600,115,120011010,200000000,38,10,2,0,0,2,0,-1,0,4,-1,2,1,-1,-1,0,9,1,0,0,0,0,27,15,6,0,2,0,35,6,0,0,0,1,0,-1,0,1,-1,3,0,-1,-1,0,7,1,2,0,0,0,27,15,5,1,1,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),donop101,Patsy Donovan,selef801,Frank Selee,sudhw101,Willie Sudhoff,nichk101,Kid Nichols,,(none),,(none),sudhw101,Willie Sudhoff,nichk101,Kid Nichols,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,mcgad102,Dan McGann,3,chilp102,Pete Childs,4,paddd102,Dick Padden,6,krueo101,Otto Krueger,5,nicha101,Art Nichols,2,sudhw101,Willie Sudhoff,1,hamib101,Billy Hamilton,8,tennf102,Fred Tenney,3,demog101,Gene DeMontreville,5,longh101,Herman Long,6,morap101,Pat Moran,9,gammd101,Daff Gammons,7,loweb101,Bobby Lowe,4,kittm101,Malachi Kittridge,2,nichk101,Kid Nichols,1,,D
19010516,0,Thu,CHN,NL,23,NY1,NL,16,11,3,54,D,,,,NYC10,5800,75,240000050,21,41,13,1,0,0,10,0,-1,1,2,-1,6,1,-1,-1,0,6,1,3,0,0,0,27,10,3,0,0,0,37,8,2,0,0,3,0,-1,1,4,-1,5,0,-1,-1,0,12,2,5,0,0,0,27,15,4,0,1,0,nashb101,Billy Nash,,(none),,(none),,(none),,(none),,(none),loftt101,Tom Loftus,davig102,George Davis,waddr101,Rube Waddell,tayld102,Dummy Taylor,,(none),,(none),waddr101,Rube Waddell,tayld102,Dummy Taylor,hartt102,Topsy Hartsel,7,dolac101,Cozy Dolan,9,greed103,Danny Green,8,doylj103,Jack Doyle,3,chilc101,Cupid Childs,4,delaj103,Jim Delahanty,5,mccob104,Barry McCormick,6,klinj101,Johnny Kling,2,waddr101,Rube Waddell,1,bernc101,Curt Bernard,8,selbk101,Kip Selbach,7,davig102,George Davis,6,hickc101,Charlie Hickman,9,stras102,Sammy Strang,5,ganzj101,John Ganzel,3,nelsr102,Ray Nelson,4,bowef102,Frank Bowerman,2,tayld102,Dummy Taylor,1,,D
